,level_0,index,row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id,rank
0,0,10673,10673,488,ENSG00000157087,ATP2B2,491,1.0
1,1,10549,10549,9243,ENSG00000179915,NRXN1,9378,2.0
2,2,48,49,2758,ENSG00000087258,GNAO1,2775,3.0
3,3,1034,1035,4885,ENSG00000140538,NTRK3,4916,4.0
4,4,4558,4559,6817,ENSG00000067715,SYT1,6857,5.0
5,5,14063,14063,6576,ENSG00000132639,SNAP25,6616,6.0
6,6,9248,9248,6814,ENSG00000157152,SYN2,6854,7.0
7,7,11315,11315,6276,ENSG00000124788,ATXN1,6310,8.0
8,8,4819,4820,284,ENSG00000145362,ANK2,287,9.0
9,9,8048,8048,1259,ENSG00000118432,CNR1,1268,10.0
10,10,15104,15104,812,ENSG00000058404,CAMK2B,816,11.0
11,11,3681,3682,1792,ENSG00000130226,DPP6,1804,12.0
12,12,2048,2049,2318,ENSG00000155966,AFF2,2334,13.0
13,13,4500,4501,10292,ENSG00000130558,OLFM1,10439,14.0
14,14,16807,16807,2765,ENSG00000078369,GNB1,2782,15.0
15,15,4595,4596,1490,ENSG00000169862,CTNND2,1501,16.0
16,16,3580,3581,23124,ENSG00000055917,PUM2,23369,17.0
17,17,5154,5155,4826,ENSG00000139910,NOVA1,4857,18.0
18,18,12154,12154,2874,ENSG00000120251,GRIA2,2891,19.0
19,19,11224,11224,55833,ENSG00000137872,SEMA6D,80031,20.0
20,20,6191,6192,5483,ENSG00000113575,PPP2CA,5515,21.0
21,21,16166,16166,22696,ENSG00000162105,SHANK2,22941,22.0
22,22,13434,13434,9234,ENSG00000021645,NRXN3,9369,23.0
23,23,15076,15076,543,ENSG00000085224,ATRX,546,24.0
24,24,4881,4882,858,ENSG00000079102,RUNX1T1,862,25.0
25,25,17077,17077,23298,ENSG00000100095,SEZ6L,23544,26.0
26,26,2032,2033,2546,ENSG00000166206,GABRB3,2562,27.0
27,27,10813,10813,4884,ENSG00000148053,NTRK2,4915,28.0
28,28,10534,10534,2580,ENSG00000172020,GAP43,2596,29.0
29,29,4393,4394,4299,ENSG00000156103,MMP16,4325,30.0
30,30,4412,4413,4299,ENSG00000156103,MMP16,4325,30.0
31,31,1371,1372,4112,ENSG00000186868,MAPT,4137,31.0
32,32,8270,8270,30893,ENSG00000077080,ACTL6B,51412,32.0
33,33,13916,13916,6548,ENSG00000187122,SLIT1,6585,33.0
34,34,11067,11067,779,ENSG00000165995,CACNB2,783,34.0
35,35,8229,8229,36308,ENSG00000104888,SLC17A7,57030,35.0
36,36,5777,5778,9307,ENSG00000112531,QKI,9444,36.0
37,37,13113,13113,26705,ENSG00000172915,NBEA,26960,37.0
38,38,2266,2267,6382,ENSG00000119335,SET,6418,38.0
39,39,4298,4299,59734,ENSG00000067798,NAV3,89795,39.0
40,40,5706,5707,9077,ENSG00000133083,DCLK1,9201,40.0
41,41,14336,14336,9426,ENSG00000136928,GABBR2,9568,41.0
42,42,4816,4817,5650,ENSG00000129084,PSMA1,5682,42.0
43,43,17119,17119,8848,ENSG00000164061,BSN,8927,43.0
44,44,12285,12285,32815,ENSG00000119866,BCL11A,53335,44.0
45,45,3860,3861,7486,ENSG00000166913,YWHAB,7529,45.0
46,46,15334,15334,3338,ENSG00000147246,HTR2C,3358,46.0
47,47,1496,1497,1629,ENSG00000077279,DCX,1641,47.0
48,48,10538,10538,8995,ENSG00000148798,INA,9118,48.0
49,49,11014,11014,4866,ENSG00000091129,NRCAM,4897,49.0
50,50,12850,12850,2556,ENSG00000136750,GAD2,2572,50.0
51,51,7758,7758,3336,ENSG00000102468,HTR2A,3356,51.0
52,52,16764,16764,2875,ENSG00000125675,GRIA3,2892,52.0
53,53,13185,13185,25782,ENSG00000107518,ATRNL1,26033,53.0
54,54,8522,8522,2806,ENSG00000150625,GPM6A,2823,54.0
55,55,1900,1901,2316,ENSG00000102081,FMR1,2332,55.0
56,56,13302,13302,2886,ENSG00000183454,GRIN2A,2903,56.0
57,57,15843,15843,6804,ENSG00000220205,VAMP2,6844,57.0
58,58,17145,17145,822,ENSG00000126247,CAPNS1,826,58.0
59,59,8664,8664,2100,ENSG00000006468,ETV1,2115,59.0
60,60,10317,10317,4105,ENSG00000166963,MAP1A,4130,60.0
61,61,13689,13689,22991,ENSG00000182621,PLCB1,23236,61.0
62,62,15865,15865,2998,ENSG00000164032,H2AFZ,3015,62.0
63,63,12376,12376,8889,ENSG00000160145,KALRN,8997,63.0
64,64,12520,12520,8889,ENSG00000160145,KALRN,8997,63.0
65,65,7156,7156,2051,ENSG00000178568,ERBB4,2066,64.0
66,66,1336,1337,6398,ENSG00000136527,TRA2B,6434,65.0
67,67,10994,10994,6624,ENSG00000176887,SOX11,6664,66.0
68,68,15645,15645,5467,ENSG00000172531,PPP1CA,5499,67.0
69,69,6594,6595,4735,ENSG00000171532,NEUROD2,4761,68.0
70,70,15685,15685,38,ENSG00000110881,ASIC1,41,69.0
71,71,5579,5580,7736,ENSG00000115194,SLC30A3,7781,70.0
72,72,9190,9190,6470,ENSG00000110436,SLC1A2,6506,71.0
73,73,3802,3803,9103,ENSG00000198010,DLGAP2,9228,72.0
74,74,10745,10745,5069,ENSG00000184226,PCDH9,5101,73.0
75,75,14427,14427,5184,ENSG00000108518,PFN1,5216,74.0
76,76,10802,10802,10963,ENSG00000196090,PTPRT,11122,75.0
77,77,1916,1917,393,ENSG00000141522,ARHGDIA,396,76.0
78,78,10287,10287,23117,ENSG00000156011,PSD3,23362,77.0
79,79,10132,10132,23117,ENSG00000156011,PSD3,23362,77.0
80,80,5302,5303,7298,ENSG00000116030,SUMO1,7341,78.0
81,81,16982,16982,5659,ENSG00000108294,PSMB3,5691,79.0
82,82,7159,7159,5968,ENSG00000182901,RGS7,6000,80.0
83,83,14633,14633,22615,ENSG00000072071,LPHN1,22859,81.0
84,84,14639,14639,22615,ENSG00000072071,LPHN1,22859,81.0
85,85,10170,10170,9757,ENSG00000196220,SRGAP3,9901,82.0
86,86,11590,11590,10221,ENSG00000006116,CACNG3,10368,83.0
87,87,11096,11096,530,ENSG00000117410,ATP6V0B,533,84.0
88,88,967,968,33956,ENSG00000081019,RSBN1,54665,85.0
89,89,15845,15845,40519,ENSG00000165495,PKNOX2,63876,86.0
90,90,17061,17061,3753,ENSG00000156113,KCNMA1,3778,87.0
91,91,15332,15332,23039,ENSG00000150471,LPHN3,23284,88.0
92,92,17417,17417,8069,ENSG00000103723,AP3B2,8120,89.0
93,93,1630,1631,2555,ENSG00000128683,GAD1,2571,90.0
94,94,13067,13067,23149,ENSG00000101126,ADNP,23394,91.0
95,95,8912,8912,4329,ENSG00000108852,MPP2,4355,92.0
96,96,92,93,10528,ENSG00000114646,CSPG5,10675,93.0
97,97,17549,17549,41579,ENSG00000068615,REEP1,65055,94.0
98,98,11675,11675,5653,ENSG00000041357,PSMA4,5685,95.0
99,99,10862,10862,5146,ENSG00000198300,PEG3,5178,96.0
100,100,5903,5904,22869,ENSG00000163531,NFASC,23114,97.0
101,101,9183,9183,4108,ENSG00000078018,MAP2,4133,98.0
102,102,14978,14978,5967,ENSG00000117152,RGS4,5999,99.0
103,103,11605,11605,4719,ENSG00000165973,NELL1,4745,100.0
104,104,1177,1178,4853,ENSG00000171246,NPTX1,4884,101.0
105,105,5443,5444,105,ENSG00000078295,ADCY2,108,102.0
106,106,4217,4218,36741,ENSG00000124140,SLC12A5,57468,103.0
107,107,9939,9939,8468,ENSG00000175264,CHST1,8534,104.0
108,108,4272,4273,37,ENSG00000108684,ASIC2,40,105.0
109,109,8882,8882,1825,ENSG00000134769,DTNA,1837,106.0
110,110,7724,7724,740,ENSG00000066382,MPPED2,744,107.0
111,111,4380,4381,23069,ENSG00000119042,SATB2,23314,108.0
112,112,12549,12549,9091,ENSG00000133424,LARGE,9215,109.0
113,113,6994,6994,1166,ENSG00000042753,AP2S1,1175,110.0
114,114,7735,7735,9856,ENSG00000117020,AKT3,10000,111.0
115,115,3903,3904,30921,ENSG00000116983,HPCAL4,51440,112.0
116,116,12001,12001,10540,ENSG00000240694,PNMA2,10687,113.0
117,117,5163,5164,27189,ENSG00000186472,PCLO,27445,114.0
118,118,5124,5125,27189,ENSG00000186472,PCLO,27445,114.0
119,119,16414,16414,487,ENSG00000070961,ATP2B1,490,115.0
120,120,15657,15657,3760,ENSG00000075043,KCNQ2,3785,116.0
121,121,900,901,9554,ENSG00000134644,PUM1,9698,117.0
122,122,13933,13933,270,ENSG00000078053,AMPH,273,118.0
123,123,5070,5071,8549,ENSG00000163618,CADPS,8618,119.0
124,124,17487,17487,10067,ENSG00000115233,PSMD14,10213,120.0
125,125,14958,14958,2538,ENSG00000022355,GABRA1,2554,121.0
126,126,13441,13441,2873,ENSG00000155511,GRIA1,2890,122.0
127,127,11614,11614,4721,,NEFL,4747,123.0
128,128,12367,12367,4946,ENSG00000183715,OPCML,4978,124.0
129,129,1361,1362,1391,ENSG00000072832,CRMP1,1400,126.0
130,130,3333,3334,113,ENSG00000141433,ADCYAP1,116,127.0
131,131,13108,13108,8736,ENSG00000000419,DPM1,8813,128.0
132,132,6896,6897,574,ENSG00000135298,BAI3,577,129.0
133,133,14606,14606,995,ENSG00000170558,CDH2,1000,130.0
134,134,2460,2461,2089,ENSG00000196482,ESRRG,2104,131.0
135,135,5186,5187,1001,ENSG00000150394,CDH8,1006,132.0
136,136,8546,8546,22772,ENSG00000135472,FAIM2,23017,133.0
137,137,2364,2365,25796,ENSG00000174469,CNTNAP2,26047,134.0
138,138,6766,6767,23184,ENSG00000163602,RYBP,23429,135.0
139,139,1668,1669,4734,ENSG00000162992,NEUROD1,4760,136.0
140,140,1286,1287,573,ENSG00000121753,BAI2,576,137.0
141,141,651,652,1938,ENSG00000008300,CELSR3,1951,138.0
142,142,2017,2018,10813,ENSG00000134308,YWHAQ,10971,140.0
143,143,5010,5011,3772,ENSG00000084731,KIF3C,3797,141.0
144,144,12156,12156,2881,ENSG00000164418,GRIK2,2898,142.0
145,145,4414,4415,3820,ENSG00000133703,KRAS,3845,143.0
146,146,438,439,5682,ENSG00000099341,PSMD8,5714,144.0
147,147,12715,12715,3720,ENSG00000158445,KCNB1,3745,145.0
148,148,16053,16053,3775,ENSG00000168280,KIF5C,3800,146.0
149,149,8289,8289,2900,ENSG00000196277,GRM7,2917,147.0
150,150,11609,11609,8920,ENSG00000130725,UBE2M,9040,148.0
151,151,3744,3745,8834,ENSG00000006283,CACNA1G,8913,149.0
152,152,5946,5947,1003,ENSG00000040731,CDH10,1008,150.0
153,153,13329,13329,4831,ENSG00000170485,NPAS2,4862,151.0
154,154,14632,14632,2032,ENSG00000154928,EPHB1,2047,152.0
155,155,15260,15260,5094,ENSG00000125851,PCSK2,5126,153.0
156,156,10277,10277,22795,ENSG00000186487,MYT1L,23040,154.0
157,157,16841,16841,2804,ENSG00000105220,GPI,2821,155.0
158,158,1277,1278,5549,ENSG00000171132,PRKCE,5581,156.0
159,159,5958,5959,2542,ENSG00000186297,GABRA5,2558,157.0
160,160,13620,13620,1452,ENSG00000130287,NCAN,1463,158.0
161,161,9985,9985,35089,ENSG00000166257,SCN3B,55800,160.0
162,162,5552,5553,6793,ENSG00000006071,ABCC8,6833,161.0
163,163,1879,1880,2028,ENSG00000116106,EPHA4,2043,162.0
164,164,4982,4983,9098,ENSG00000151276,MAGI1,9223,163.0
165,165,13704,13704,37134,ENSG00000162706,CADM3,57863,164.0
166,166,1716,1717,2248,ENSG00000066468,FGFR2,2263,165.0
167,167,5662,5663,2885,ENSG00000176884,GRIN1,2902,167.0
168,168,27,28,9616,ENSG00000198846,TOX,9760,168.0
169,169,9733,9733,2766,ENSG00000172354,GNB2,2783,169.0
170,170,2831,2832,22768,ENSG00000065526,SPEN,23013,170.0
171,171,7637,7637,2539,ENSG00000151834,GABRA2,2555,171.0
172,172,9777,9777,28850,ENSG00000144834,TAGLN3,29114,172.0
173,173,4125,4126,9639,ENSG00000117016,RIMS3,9783,173.0
174,174,7371,7371,34004,ENSG00000078328,RBFOX1,54715,174.0
175,175,7095,7095,34004,ENSG00000078328,RBFOX1,54715,174.0
176,176,3662,3663,6542,ENSG00000084453,SLCO1A2,6579,175.0
177,177,1327,1328,7835,ENSG00000169282,KCNAB1,7881,176.0
178,178,7764,7764,1768,ENSG00000158560,DYNC1I1,1780,177.0
179,179,9611,9611,8789,ENSG00000159082,SYNJ1,8867,178.0
180,180,8597,8597,10358,ENSG00000135622,SEMA4F,10505,179.0
181,181,702,703,22737,ENSG00000151240,DIP2C,22982,180.0
182,182,2189,2190,2242,ENSG00000114279,FGF12,2257,181.0
183,183,12787,12787,79725,ENSG00000184672,RALYL,138046,182.0
184,184,9712,9712,811,ENSG00000070808,CAMK2A,815,183.0
185,185,773,774,10742,ENSG00000108309,RUNDC3A,10900,184.0
186,186,8616,8616,6712,ENSG00000180616,SSTR2,6752,185.0
187,187,14704,14704,9578,ENSG00000198929,NOS1AP,9722,186.0
188,188,8360,8360,8674,ENSG00000114948,ADAM23,8745,187.0
189,189,8295,8295,23259,ENSG00000060709,RIMBP2,23504,188.0
190,190,4440,4441,23026,ENSG00000118200,CAMSAP2,23271,189.0
191,191,3298,3299,489,ENSG00000067842,ATP2B3,492,190.0
192,192,11926,11926,9023,ENSG00000185359,HGS,9146,191.0
193,193,4203,4204,9746,ENSG00000117600,LPPR4,9890,192.0
194,194,17533,17533,10558,ENSG00000136535,TBR1,10716,193.0
195,195,13773,13773,5570,ENSG00000109339,MAPK10,5602,194.0
196,196,3967,3968,804,ENSG00000160014,CALM3,808,195.0
197,197,3005,3006,2898,ENSG00000168959,GRM5,2915,196.0
198,198,13321,13321,3736,ENSG00000168135,KCNJ4,3761,197.0
199,199,17461,17461,25801,ENSG00000197959,DNM3,26052,198.0
200,200,13797,13797,1263,ENSG00000018236,CNTN1,1272,199.0
201,201,16027,16027,1935,ENSG00000125266,EFNB2,1948,200.0
202,202,1163,1164,3773,ENSG00000155980,KIF5A,3798,202.0
203,203,1204,1205,3773,ENSG00000155980,KIF5A,3798,202.0
204,204,12920,12920,30138,ENSG00000136002,ARHGEF4,50649,203.0
205,205,14357,14357,6386,ENSG00000104332,SFRP1,6422,204.0
206,206,7654,7654,10889,ENSG00000130706,ADRM1,11047,206.0
207,207,12958,12958,781,ENSG00000182389,CACNB4,785,207.0
208,208,4762,4763,856,ENSG00000124813,RUNX2,860,209.0
209,209,1176,1177,772,ENSG00000157388,CACNA1D,776,210.0
210,210,13463,13463,26,ENSG00000159842,ABR,29,211.0
211,211,11513,11513,11170,ENSG00000122565,CBX3,11335,212.0
212,212,16418,16418,5891,ENSG00000058335,RASGRF1,5923,213.0
213,213,11847,11847,5891,ENSG00000058335,RASGRF1,5923,213.0
214,214,14530,14530,7947,ENSG00000083168,KAT6A,7994,214.0
215,215,3224,3225,35172,ENSG00000048540,LMO3,55885,215.0
216,216,8533,8533,2880,ENSG00000171189,GRIK1,2897,216.0
217,217,7591,7591,4179,ENSG00000169057,MECP2,4204,217.0
218,218,7,8,6391,ENSG00000161547,SRSF2,6427,218.0
219,219,17289,17289,5654,ENSG00000143106,PSMA5,5686,219.0
220,220,11260,11260,1814,ENSG00000171587,DSCAM,1826,220.0
221,221,12183,12183,10917,ENSG00000104435,STMN2,11075,221.0
222,222,106,107,8028,ENSG00000089693,MLF2,8079,222.0
223,223,16177,16177,1627,ENSG00000204843,DCTN1,1639,223.0
224,224,11758,11758,5497,ENSG00000154001,PPP2R5E,5529,224.0
225,225,9177,9177,6064,ENSG00000198963,RORB,6096,225.0
226,226,5349,5350,22599,ENSG00000175175,PPM1E,22843,226.0
227,227,11395,11395,36421,ENSG00000101349,PAK7,57144,227.0
228,228,116,117,35251,ENSG00000196581,AJAP1,55966,228.0
229,229,8832,8832,426,ENSG00000139352,ASCL1,429,229.0
230,230,6310,6311,8236,ENSG00000117713,ARID1A,8289,230.0
231,231,14311,14311,769,ENSG00000141837,CACNA1A,773,231.0
232,232,14071,14071,5124,ENSG00000134853,PDGFRA,5156,233.0
233,233,10794,10794,31241,ENSG00000132932,ATP8A2,51761,234.0
234,234,304,305,5330,ENSG00000076356,PLXNA2,5362,235.0
235,235,309,310,5330,ENSG00000076356,PLXNA2,5362,235.0
236,236,16084,16084,8602,ENSG00000080493,SLC4A4,8671,236.0
237,237,5459,5460,1011,ENSG00000145526,CDH18,1016,237.0
238,238,8866,8866,6493,ENSG00000157103,SLC6A1,6529,238.0
239,239,8977,8977,7173,ENSG00000067445,TRO,7216,239.0
240,240,14842,14842,22621,ENSG00000121871,SLITRK3,22865,240.0
241,241,9826,9826,2239,ENSG00000102678,FGF9,2254,241.0
242,242,9006,9006,4715,ENSG00000104722,NEFM,4741,242.0
243,243,17539,17539,57529,ENSG00000117069,ST6GALNAC5,81849,244.0
244,244,7661,7661,10510,ENSG00000121774,KHDRBS1,10657,245.0
245,245,6811,6812,7161,ENSG00000038382,TRIO,7204,246.0
246,246,16976,16976,4183,ENSG00000081189,MEF2C,4208,248.0
247,247,14203,14203,8579,ENSG00000084676,NCOA1,8648,249.0
248,248,12602,12602,5447,ENSG00000166794,PPIB,5479,250.0
249,249,5264,5265,22610,ENSG00000162631,NTNG1,22854,251.0
250,250,4344,4345,9719,ENSG00000187391,MAGI2,9863,252.0
251,251,1395,1396,34900,ENSG00000167770,OTUB1,55611,253.0
252,252,5587,5588,81029,ENSG00000137075,RNF38,152006,254.0
253,253,12582,12582,4658,ENSG00000149294,NCAM1,4684,255.0
254,254,16462,16462,6594,ENSG00000100028,SNRPD3,6634,256.0
255,255,10260,10260,6821,ENSG00000129990,SYT5,6861,257.0
256,256,6483,6484,8991,ENSG00000159720,ATP6V0D1,9114,258.0
257,257,3253,3254,9332,ENSG00000151320,AKAP6,9472,259.0
258,258,13999,13999,378,ENSG00000004059,ARF5,381,260.0
259,259,9192,9192,1936,ENSG00000108947,EFNB3,1949,261.0
260,260,16756,16756,25814,ENSG00000257103,LSM14A,26065,262.0
261,261,13017,13017,6898,ENSG00000140262,TCF12,6938,263.0
262,262,188,189,1783,ENSG00000088538,DOCK3,1795,264.0
263,263,3620,3621,22627,ENSG00000169760,NLGN1,22871,265.0
264,264,3395,3396,1200,ENSG00000104853,CLPTM1,1209,266.0
265,265,7336,7336,9989,ENSG00000185825,BCAP31,10134,267.0
266,266,14903,14903,6475,ENSG00000105143,SLC1A6,6511,268.0
267,267,17181,17181,26998,ENSG00000118946,PCDH17,27253,269.0
268,268,7391,7391,2171,ENSG00000171634,BPTF,2186,270.0
269,269,8849,8849,4755,ENSG00000147862,NFIB,4781,271.0
270,270,426,427,6291,ENSG00000136531,SCN2A,6326,272.0
271,271,15959,15959,9555,ENSG00000176406,RIMS2,9699,273.0
272,272,11696,11696,6472,ENSG00000114923,SLC4A3,6508,274.0
273,273,6505,6506,23296,ENSG00000008735,MAPK8IP2,23542,275.0
274,274,8176,8176,1588,ENSG00000173406,DAB1,1600,276.0
275,275,6273,6274,2769,ENSG00000168243,GNG4,2786,277.0
276,276,16012,16012,5498,ENSG00000138814,PPP3CA,5530,278.0
277,277,16237,16237,9677,ENSG00000023287,RB1CC1,9821,279.0
278,278,1310,1311,1385,ENSG00000120088,CRHR1,1394,280.0
279,279,3195,3196,36829,ENSG00000092421,SEMA6A,57556,281.0
280,280,7008,7008,7491,ENSG00000164924,YWHAZ,7534,282.0
281,281,6566,6567,318,ENSG00000034053,APBA2,321,283.0
282,283,2033,2034,1728,ENSG00000150672,DLG2,1740,284.0
283,282,2012,2013,1728,ENSG00000150672,DLG2,1740,284.0
284,284,10941,10941,3066,ENSG00000157168,NRG1,3084,285.0
285,285,4306,4307,9756,ENSG00000159164,SV2A,9900,286.0
286,286,8097,8097,5757,ENSG00000153707,PTPRD,5789,287.0
287,287,6995,6995,30343,ENSG00000196104,SPOCK3,50859,288.0
288,288,6580,6581,8153,ENSG00000180530,NRIP1,8204,289.0
289,289,6900,6901,3711,ENSG00000111262,KCNA1,3736,290.0
290,290,12480,12480,5425,ENSG00000152192,POU4F1,5457,292.0
291,291,4563,4564,134270,ENSG00000178233,TMEM151B,441151,293.0
292,292,12288,12288,7672,ENSG00000136451,VEZF1,7716,294.0
293,293,759,760,22669,ENSG00000125970,RALY,22913,295.0
294,294,234,235,22675,ENSG00000101367,MAPRE1,22919,296.0
295,295,1984,1985,2008,ENSG00000074800,ENO1,2023,297.0
296,296,4865,4866,2033,ENSG00000133216,EPHB2,2048,298.0
297,297,12890,12890,3726,ENSG00000184408,KCND2,3751,299.0
298,298,15675,15675,4106,ENSG00000131711,MAP1B,4131,300.0
299,299,1096,1097,6420,ENSG00000107295,SH3GL2,6456,301.0
300,300,12128,12128,2726,ENSG00000109738,GLRB,2743,302.0
301,301,2918,2919,204,ENSG00000142208,AKT1,207,303.0
302,302,15022,15022,25579,ENSG00000130540,SULT4A1,25830,304.0
303,303,6649,6650,9545,ENSG00000082153,BZW1,9689,305.0
304,304,12457,12457,457,ENSG00000152092,ASTN1,460,306.0
305,305,14950,14950,8564,ENSG00000182168,UNC5C,8633,307.0
306,306,9163,9163,4114,ENSG00000116141,MARK1,4139,308.0
307,307,887,888,4160,ENSG00000073670,ADAM11,4185,309.0
308,308,7475,7475,10338,ENSG00000125462,C1orf61,10485,311.0
309,309,11263,11263,23076,ENSG00000109654,TRIM2,23321,312.0
310,310,15327,15327,9685,ENSG00000116675,DNAJC6,9829,313.0
311,311,16276,16276,6469,ENSG00000106688,SLC1A1,6505,314.0
312,312,8506,8506,5489,ENSG00000156475,PPP2R2B,5521,315.0
313,313,12349,12349,7302,ENSG00000154277,UCHL1,7345,317.0
314,314,6644,6645,5657,ENSG00000008018,PSMB1,5689,318.0
315,315,5992,5993,770,ENSG00000148408,CACNA1B,774,319.0
316,316,5545,5546,1164,ENSG00000161203,AP2M1,1173,321.0
317,317,9727,9727,5402,ENSG00000099817,POLR2E,5434,322.0
318,318,17311,17311,8553,ENSG00000113231,PDE8B,8622,323.0
319,319,3065,3066,5469,ENSG00000186298,PPP1CC,5501,324.0
320,320,11788,11788,5883,ENSG00000077092,RARB,5915,325.0
321,321,15795,15795,9339,ENSG00000121653,MAPK8IP1,9479,326.0
322,322,8739,8739,9078,ENSG00000146463,ZMYM4,9202,327.0
323,323,1280,1281,1383,ENSG00000147571,CRH,1392,328.0
324,324,14176,14176,8441,ENSG00000171617,ENC1,8507,329.0
325,325,11771,11771,32838,ENSG00000148082,SHC3,53358,330.0
326,326,11257,11257,10543,ENSG00000172461,FUT9,10690,331.0
327,327,15328,15328,1615,ENSG00000113758,DBN1,1627,332.0
328,328,14495,14495,4737,ENSG00000196712,NF1,4763,333.0
329,329,6598,6599,5186,ENSG00000058091,CDK14,5218,334.0
330,330,17060,17060,330,ENSG00000105290,APLP1,333,335.0
331,331,5704,5705,2807,ENSG00000046653,GPM6B,2824,336.0
332,332,14580,14580,22604,ENSG00000115977,AAK1,22848,337.0
333,333,15049,15049,780,ENSG00000167535,CACNB3,784,338.0
334,334,13602,13602,10619,ENSG00000172995,ARPP21,10777,339.0
335,335,15368,15368,8644,ENSG00000101746,NOL4,8715,340.0
336,336,9799,9799,4319,ENSG00000091972,CD200,4345,341.0
337,337,4633,4634,789,ENSG00000104327,CALB1,793,342.0
338,338,1297,1298,33842,,MAGEL2,54551,343.0
339,339,12630,12630,1981,ENSG00000162374,ELAVL4,1996,344.0
340,340,7448,7448,3872,ENSG00000198910,L1CAM,3897,345.0
341,341,6537,6538,2027,ENSG00000044524,EPHA3,2042,346.0
342,342,16319,16319,3617,ENSG00000173404,INSM1,3642,347.0
343,343,17042,17042,10299,ENSG00000170382,LRRN2,10446,348.0
344,344,15288,15288,8433,ENSG00000139220,PPFIA2,8499,349.0
345,345,15652,15652,34406,ENSG00000072041,SLC6A15,55117,351.0
346,346,14710,14710,2534,ENSG00000204681,GABBR1,2550,352.0
347,347,7479,7479,10262,ENSG00000176788,BASP1,10409,353.0
348,348,8682,8682,55838,ENSG00000083067,TRPM3,80036,354.0
349,349,7944,7944,5048,ENSG00000007372,PAX6,5080,355.0
350,350,8414,8414,8247,ENSG00000184602,SNN,8303,356.0
351,351,11375,11375,5112,ENSG00000113448,PDE4D,5144,357.0
352,352,14972,14972,5869,ENSG00000132341,RAN,5901,358.0
353,353,11329,11329,36213,ENSG00000154975,CA10,56934,359.0
354,354,7623,7623,2541,ENSG00000109158,GABRA4,2557,360.0
355,355,3221,3222,1978,ENSG00000107105,ELAVL2,1993,361.0
356,356,1354,1355,9220,ENSG00000106689,LHX2,9355,362.0
357,357,253,254,9104,ENSG00000170579,DLGAP1,9229,363.0
358,358,12971,12971,2805,ENSG00000112293,GPLD1,2822,364.0
359,359,4058,4059,7368,ENSG00000155959,VBP1,7411,365.0
360,360,10978,10978,22741,ENSG00000156395,SORCS3,22986,366.0
361,361,109,110,7838,ENSG00000163950,SLBP,7884,367.0
362,362,17005,17005,3004,ENSG00000132475,H3F3B,3021,368.0
363,363,9023,9023,7031,ENSG00000156299,TIAM1,7074,369.0
364,364,3204,3205,25799,ENSG00000165300,SLITRK5,26050,370.0
365,365,7896,7896,5652,ENSG00000100567,PSMA3,5684,373.0
366,366,12425,12425,9338,ENSG00000157782,CABP1,9478,374.0
367,367,11321,11321,9484,ENSG00000182732,RGS6,9628,375.0
368,368,13736,13736,85,ENSG00000077522,ACTN2,88,376.0
369,369,2348,2349,9227,ENSG00000100884,CPNE6,9362,378.0
370,370,4366,4367,3113,ENSG00000108924,HLF,3131,379.0
371,371,1117,1118,5672,ENSG00000013275,PSMC4,5704,380.0
372,372,9780,9780,10853,ENSG00000146872,TLK2,11011,381.0
373,373,5647,5648,10853,ENSG00000146872,TLK2,11011,381.0
374,374,1996,1997,4795,ENSG00000053438,NNAT,4826,382.0
375,375,2006,2007,6392,ENSG00000112081,SRSF3,6428,383.0
376,376,15132,15132,5947,ENSG00000165731,RET,5979,384.0
377,377,12159,12159,40610,ENSG00000164600,NEUROD6,63974,385.0
378,378,1649,1650,4777,ENSG00000177551,NHLH2,4808,387.0
379,379,9963,9963,1729,ENSG00000082458,DLG3,1741,388.0
380,380,13528,13528,7112,ENSG00000077097,TOP2B,7155,389.0
381,381,1687,1688,3732,ENSG00000055118,KCNH2,3757,390.0
382,382,15296,15296,9953,ENSG00000168785,TSPAN5,10098,391.0
383,383,14023,14023,34175,ENSG00000148123,LPPR1,54886,392.0
384,384,3288,3289,3874,ENSG00000144218,AFF3,3899,393.0
385,385,16859,16859,56006,ENSG00000177200,CHD9,80205,394.0
386,386,3612,3613,56006,ENSG00000177200,CHD9,80205,394.0
387,387,6149,6150,22703,ENSG00000150753,CCT5,22948,395.0
388,388,7505,7505,31062,ENSG00000155096,AZIN1,51582,396.0
389,389,656,657,23016,ENSG00000171735,CAMTA1,23261,397.0
390,390,11128,11128,1590,ENSG00000165659,DACH1,1602,398.0
391,391,5899,5900,2896,ENSG00000198822,GRM3,2913,399.0
392,392,3526,3527,6910,ENSG00000120438,TCP1,6950,400.0
393,393,14469,14469,6582,ENSG00000145335,SNCA,6622,401.0
394,394,10789,10789,5067,ENSG00000169851,PCDH7,5099,402.0
395,395,16109,16109,4602,ENSG00000133026,MYH10,4628,403.0
396,396,2089,2090,5045,ENSG00000135903,PAX3,5077,404.0
397,397,15031,15031,8774,ENSG00000176749,CDK5R1,8851,406.0
398,398,4547,4548,9904,ENSG00000105993,DNAJB6,10049,407.0
399,399,3172,3173,6265,ENSG00000103449,SALL1,6299,408.0
400,400,17203,17203,5838,ENSG00000175582,RAB6A,5870,409.0
401,401,12220,12220,33965,ENSG00000173114,LRRN3,54674,410.0
402,402,17604,17604,55945,ENSG00000138759,FRAS1,80144,411.0
403,403,10181,10181,6693,ENSG00000135250,SRPK2,6733,412.0
